,id,latitude,longitude,time
3251,1608530150012556009_36197811,40.40714,-3.68826,2017-09-21 02:29:18
3252,1608530132482304944_2050537826,40.452937259887,-3.688770173838,2017-09-21 02:29:16
3253,1608530075211661612_4084630668,40.42292,-3.68701,2017-09-21 02:29:09
3254,1608529977510578204_5325176995,40.4,-3.68333,2017-09-21 02:28:57
3255,1608529899387386935_359716743,40.418333,-3.714167,2017-09-21 02:28:48
3256,1608529844382064143_5725251992,37.37694,-5.98694,2017-09-21 02:28:41
3257,1608529785796362351_275916650,40.4,-3.68333,2017-09-21 02:28:34
3258,1608529668751558778_484291218,40.4,-3.68333,2017-09-21 02:28:20
3259,1608529609594181814_1928166846,40.4203199,-3.70311,2017-09-21 02:28:13
3267,1608529340160467505_2028840537,40.4,-3.68333,2017-09-21 02:27:41
3269,1608529238583152722_30590569,40.42073,-3.70842,2017-09-21 02:27:29
3270,1608528899741703754_3025776848,40.4,-3.68333,2017-09-21 02:26:49
3271,1608528678457886167_200570853,40.44907,-3.6965,2017-09-21 02:26:22
3272,1608528636717501081_4494859684,40.4,-3.68333,2017-09-21 02:26:17
3274,1608528023861972041_4652959186,40.42356,-3.69561,2017-09-21 02:25:04
3275,1608528009541884717_36197811,40.40714,-3.68826,2017-09-21 02:25:02
3276,1608528000844188158_2034622,40.4183004373,-3.70945134997,2017-09-21 02:25:01
3277,1608527719296805132_311655148,40.4,-3.68333,2017-09-21 02:24:28
3278,1608527611804305395_28972471,40.4,-3.68333,2017-09-21 02:24:15
3279,1608527564601633417_5896701,40.417063727933,-3.7035201752774,2017-09-21 02:24:09
3280,1608527428890989097_716255924,40.4,-3.68333,2017-09-21 02:23:53
3281,1608527405385844901_399184405,40.4,-3.68333,2017-09-21 02:23:50
3283,1608527390505835230_3992824,40.4,-3.68333,2017-09-21 02:23:49
3284,1608527350441437799_3631921521,40.4,-3.68333,2017-09-21 02:23:44
3285,1608527216140225259_233279267,40.4238118,-3.6719812,2017-09-21 02:23:28
3286,1608527202213724021_223039344,40.42384,-3.67687,2017-09-21 02:23:26
3287,1608527139930309828_5953210159,40.45627,-3.68961,2017-09-21 02:23:19
3288,1608527061906158826_4528020416,40.4,-3.68333,2017-09-21 02:23:09
3290,1608526973709878592_412477882,40.42015,-3.68963,2017-09-21 02:22:59
3291,1608526863097316823_27689557,40.411070579405,-3.6830847771771,2017-09-21 02:22:46
3292,1608526697706403721_986306589,40.4,-3.68333,2017-09-21 02:22:26
3294,1608526612553609675_4803366331,40.4,-3.68333,2017-09-21 02:22:16
3295,1608526594276341235_5693560556,40.420755323039,-3.6744513143858,2017-09-21 02:22:14
3296,1608526338901964030_261203641,40.4,-3.68333,2017-09-21 02:21:43
3297,1608526222675956222_5968776375,40.419141937128,-3.670966561849,2017-09-21 02:21:29
3298,1608526212316991195_4597258,40.4,-3.68333,2017-09-21 02:21:28
3299,1608526194641705412_5430977579,40.4,-3.68333,2017-09-21 02:21:26
3302,1608525988274403792_488172016,40.419438384497,-3.7007985050904,2017-09-21 02:21:02
3304,1608525952086583114_5953210159,40.45627,-3.68961,2017-09-21 02:20:57
3305,1608525775924314478_6073669281,40.424052777778,-3.7177777777778,2017-09-21 02:20:36
3306,1608525764792947155_208212482,40.42015,-3.68963,2017-09-21 02:20:35
3307,1608525743108057349_6033067960,40.452937259887,-3.688770173838,2017-09-21 02:20:32
3308,1608525353835648420_4033700862,40.4,-3.68333,2017-09-21 02:19:46
3309,1608525132735846570_32107004,40.4,-3.68333,2017-09-21 02:19:20
3310,1608525111974880684_4226696,40.4,-3.68333,2017-09-21 02:19:17
3311,1608524980014647314_5953210159,40.45627,-3.68961,2017-09-21 02:19:01
3312,1608524521566925819_1518078,40.45,-3.7,2017-09-21 02:18:07
3313,1608524004126062037_2852918139,40.4224,-3.70894,2017-09-21 02:17:05
3315,1608523997942069223_713200348,40.452937259887,-3.688770173838,2017-09-21 02:17:04
3319,1608523932560989653_989957704,40.4107018,-3.6993401,2017-09-21 02:16:56
3321,1608523770075507291_1473081587,40.4,-3.68333,2017-09-21 02:16:37
3322,1608523429866526973_4250005075,40.4,-3.68333,2017-09-21 02:15:57
3323,1608523392495782452_1158229193,40.4,-3.68333,2017-09-21 02:15:52
3324,1608523254125767911_5382874526,40.4,-3.68333,2017-09-21 02:15:36
3325,1608523250342462787_274432804,40.41355556,-3.68205556,2017-09-21 02:15:35
3326,1608523148587546200_3655727524,40.405807,-3.6896883,2017-09-21 02:15:23
3327,1608522843141987067_3777996463,40.405807,-3.6896883,2017-09-21 02:14:47
3328,1608522612866928861_1359913630,40.4,-3.68333,2017-09-21 02:14:19
3329,1608522577649742393_5175669365,40.44616,-3.69847,2017-09-21 02:14:15
3330,1608522575971983360_5275994760,40.382753,-3.686711,2017-09-21 02:14:15
3341,1608522550177728857_205095805,40.4,-3.68333,2017-09-21 02:14:12
3342,1608522459093757971_3266181534,40.452937259887,-3.688770173838,2017-09-21 02:14:01
3344,1608522286415922605_1359913630,40.426239645596,-3.6898009879358,2017-09-21 02:13:40
3345,1608522218375749649_5953210159,40.45627,-3.68961,2017-09-21 02:13:32
3346,1608522098735817583_5814468541,40.4,-3.68333,2017-09-21 02:13:18
3347,1608521942004726246_1359913630,40.420108376667,-3.7022517916667,2017-09-21 02:12:59
3348,1608521828397987054_4607770174,40.3833,-3.73333,2017-09-21 02:12:46
3349,1608521391828960357_4712957085,40.42863,-3.68746,2017-09-21 02:11:54
3357,1608521194227423264_301718161,40.4,-3.68333,2017-09-21 02:11:30
3358,1608521077776338750_1639067427,40.4,-3.68333,2017-09-21 02:11:16
3359,1608520924273281456_1639067427,40.4,-3.68333,2017-09-21 02:10:58
3361,1608520907754816673_2119927835,40.452937259887,-3.688770173838,2017-09-21 02:10:56
3362,1608520880416372149_2961267107,40.414541776074,-3.7022127514648,2017-09-21 02:10:53
3364,1608520812058865321_3142618826,40.4105386,-3.7283862,2017-09-21 02:10:44
3365,1608520759302802488_1639067427,40.4,-3.68333,2017-09-21 02:10:38
3366,1608520660544260124_318111045,40.41384,-3.6982,2017-09-21 02:10:26
3368,1608520629800078529_5953210159,40.45627,-3.68961,2017-09-21 02:10:23
3369,1608520466455480306_3090824970,40.430631970794,-3.7010407447815,2017-09-21 02:10:03
3371,1608520295865221053_453454716,40.4,-3.68333,2017-09-21 02:09:43
3372,1608520279826674197_1263455571,40.41764,-3.70291,2017-09-21 02:09:41
3373,1608520209169975988_624303117,40.4,-3.68333,2017-09-21 02:09:33
3374,1608520168064100793_42289036,40.418265204849,-3.7093992232671,2017-09-21 02:09:28
3376,1608519971495002434_1929313043,40.41646,-3.70832,2017-09-21 02:09:04
3377,1608519932790632072_5953210159,40.45627,-3.68961,2017-09-21 02:09:00
3378,1608519866636392838_1533488376,40.45142,-3.69489,2017-09-21 02:08:52
3379,1608519783237818548_5464832364,40.4,-3.68333,2017-09-21 02:08:42
3380,1608519760318853214_287862986,40.419446778333,-3.7029838933333,2017-09-21 02:08:39
3381,1608519578782980709_3089520597,40.4,-3.68333,2017-09-21 02:08:17
3382,1608519559194579703_4562071899,40.4159099,-3.69965,2017-09-21 02:08:15
3384,1608519232374702464_2460108340,40.45027778,-3.69583333,2017-09-21 02:07:36
3385,1608519067789862239_1933158748,40.4,-3.68333,2017-09-21 02:07:17
3386,1608519033429282086_27213348,40.431118,-3.6626544,2017-09-21 02:07:12
3387,1608519011838807710_4413724607,40.4105386,-3.7283862,2017-09-21 02:07:10
3388,1608518910721025047_3090824970,40.430631970794,-3.7010407447815,2017-09-21 02:06:58
3389,1608518711853892757_4413724607,40.4105386,-3.7283862,2017-09-21 02:06:34
3390,1608518689295348062_10945543,40.4,-3.68333,2017-09-21 02:06:31
3391,1608560786720266536_375925912,40.4,-3.68333,2017-09-21 03:30:10
3392,1608560740012986662_1702609135,40.4,-3.68333,2017-09-21 03:30:04
3393,1608560685553591859_3860673707,40.42637,-3.68353,2017-09-21 03:29:58
3394,1608560671334492863_255616285,40.42578,-3.7115,2017-09-21 03:29:56
3395,1608560667292280885_756534847,40.4,-3.68333,2017-09-21 03:29:56
3396,1608560589688661614_2302782708,40.423880494961,-3.701424936286,2017-09-21 03:29:46
3397,1608560511967644686_3215147870,40.41968,-3.70745,2017-09-21 03:29:37
3398,1608560490577190001_17811720,40.4,-3.68333,2017-09-21 03:29:35
3399,1608560477591653046_5007291069,40.4,-3.68333,2017-09-21 03:29:33
3400,1608560421277836567_864809189,40.4109399,-3.70744,2017-09-21 03:29:26
3401,1608560347810244840_222868997,40.4,-3.68333,2017-09-21 03:29:17
3402,1608560345395685192_4333008430,40.4,-3.68333,2017-09-21 03:29:17
3403,1608560255023991448_2165178527,40.417063727933,-3.7035201752774,2017-09-21 03:29:06
3404,1608560167800445113_687444,40.42015,-3.68963,2017-09-21 03:28:56
3405,1608560148121191044_2229481710,40.3838806,-3.6981599,2017-09-21 03:28:54
3406,1608560100363992294_1635944338,40.42868,-3.67824,2017-09-21 03:28:48
3408,1608560081581330009_3942733465,40.4,-3.68333,2017-09-21 03:28:46
3409,1608560006521505125_2269947525,40.4,-3.68333,2017-09-21 03:28:37
3410,1608559895320325863_6008987489,40.4,-3.68333,2017-09-21 03:28:24
3411,1608559825359338021_6037810127,40.4,-3.68333,2017-09-21 03:28:15
3412,1608559818590419177_49773681,40.4155,-3.66706,2017-09-21 03:28:14
3414,1608559742102282247_241805218,40.458585318065,-3.6819531764266,2017-09-21 03:28:05
3415,1608559593431318835_187176031,40.452937259887,-3.688770173838,2017-09-21 03:27:48
3416,1608559577031559920_4493805889,40.42772,-3.68579,2017-09-21 03:27:46
3417,1608559562445017463_257609628,40.452937259887,-3.688770173838,2017-09-21 03:27:44
3418,1608559522723462031_1950019222,40.41686980235,-3.712866485672,2017-09-21 03:27:39
3419,1608559451345119543_6070106750,40.4549884393,-3.70079760416,2017-09-21 03:27:31
3420,1608559430759112029_394918340,40.4,-3.68333,2017-09-21 03:27:28
3421,1608559380041720353_328399013,40.427778655226,-3.6872573012429,2017-09-21 03:27:22
3422,1608559356453844092_502530439,40.417063727933,-3.7035201752774,2017-09-21 03:27:19
3423,1608559348576699228_4620976562,40.4,-3.68333,2017-09-21 03:27:18
3424,1608559335263471501_5826152498,40.4223799,-3.69965,2017-09-21 03:27:17
3425,1608559329878697704_3616367062,40.4,-3.68333,2017-09-21 03:27:16
3426,1608559315358447162_5344120746,40.41776,-3.70027,2017-09-21 03:27:14
3427,1608559064629905930_198184559,40.43152,-3.66284,2017-09-21 03:26:45
3428,1608558893411423884_2226625185,40.4,-3.68333,2017-09-21 03:26:24
3429,1608558750142368635_3083574620,40.4,-3.68333,2017-09-21 03:26:07
3430,1608558689877394677_5517410928,40.4,-3.68333,2017-09-21 03:26:00
3431,1608558654393753840_247057562,40.418333,-3.714167,2017-09-21 03:25:56
3432,1608558544781027547_5991090738,40.4,-3.68333,2017-09-21 03:25:43
3433,1608558470961606590_2861688116,40.452937259887,-3.688770173838,2017-09-21 03:25:34
3434,1608558406058047663_195700510,40.40984,-3.697,2017-09-21 03:25:26
3435,1608558284482470783_5880887874,40.4,-3.68333,2017-09-21 03:25:12
3436,1608558257479411429_1821200709,40.417063727933,-3.7035201752774,2017-09-21 03:25:08
3437,1608558250726635364_1089363953,40.4230194,-3.70017,2017-09-21 03:25:07
3438,1608558208916598389_195968740,40.42394,-3.70874,2017-09-21 03:25:03
3439,1608558181016056290_19532098,40.4,-3.68333,2017-09-21 03:24:59
3440,1608558177536600948_1116063827,40.418750747519,-3.6691993645417,2017-09-21 03:24:59
3441,1608558099328481953_3068469158,40.4,-3.68333,2017-09-21 03:24:49
3444,1608557917101963034_34983298,40.4,-3.68333,2017-09-21 03:24:28
3445,1608557888488596023_43202225,40.411070579405,-3.6830847771771,2017-09-21 03:24:24
3447,1608557826128878384_3595430286,40.425833333333,-3.6911111111111,2017-09-21 03:24:17
3448,1608557727234292152_177787326,40.4,-3.68333,2017-09-21 03:24:05
3449,1608557636059301259_1695552094,40.4,-3.68333,2017-09-21 03:23:54
3450,1608557490929070265_22009107,40.4,-3.68333,2017-09-21 03:23:37
3451,1608557385340043882_187176031,40.452937259887,-3.688770173838,2017-09-21 03:23:24
3452,1608557363672099299_461267583,40.4,-3.68333,2017-09-21 03:23:22
3455,1608557250753174772_230585180,40.42327,-3.68843,2017-09-21 03:23:08
3457,1608557208231030246_4121109338,40.4,-3.68333,2017-09-21 03:23:03
3458,1608557078081828223_329349240,40.4,-3.68333,2017-09-21 03:22:48
3459,1608557032984589595_3451967075,40.4,-3.68333,2017-09-21 03:22:42
3460,1608556994499547940_5316951494,40.4,-3.68333,2017-09-21 03:22:38
3461,1608556973694073000_1058053246,40.4,-3.68333,2017-09-21 03:22:35
3463,1608556947999938021_1743188112,40.414680420629,-3.7008874329814,2017-09-21 03:22:32
3465,1608556943916272281_644028948,40.4,-3.68333,2017-09-21 03:22:32
3466,1608556853141550508_7322866,40.4,-3.68333,2017-09-21 03:22:21
3468,1608556744844697281_1397184493,40.44916667,-3.69277778,2017-09-21 03:22:08
3469,1608556716525266365_13559791,40.4474182,-3.6630001,2017-09-21 03:22:05
3470,1608556643897819852_506507297,40.4,-3.68333,2017-09-21 03:21:56
3472,1608556628378201895_194430437,40.4,-3.68333,2017-09-21 03:21:54
3477,1608556620409169893_4644018946,40.4,-3.68333,2017-09-21 03:21:53
3478,1608556571493688688_311567189,40.429877202308,-3.6708748123077,2017-09-21 03:21:47
3479,1608556550161442394_569314123,40.45309,-3.68936,2017-09-21 03:21:45
3480,1608556510586048625_4537997235,40.440167966615,-3.7310771256232,2017-09-21 03:21:40
3481,1608556488657094289_2306941386,40.392025236306,-3.6976323605438,2017-09-21 03:21:37
3482,1608556486291575860_2233782217,40.43168,-3.71265,2017-09-21 03:21:37
3484,1608556324307424380_1411464090,40.4238118,-3.6719812,2017-09-21 03:21:18
3485,1608556230255466278_2086709069,40.4,-3.68333,2017-09-21 03:21:07
3487,1608556214357856368_1456545568,40.4,-3.68333,2017-09-21 03:21:05
3488,1608555948295839067_4648535,40.4,-3.68333,2017-09-21 03:20:33
3492,1608555883452057001_458557936,40.4224,-3.70894,2017-09-21 03:20:25
3495,1608555873453426040_1112698969,40.4,-3.68333,2017-09-21 03:20:24
3496,1608555785599950841_5344120746,40.41776,-3.70027,2017-09-21 03:20:14
3497,1608555731701965982_394061891,40.452937259887,-3.688770173838,2017-09-21 03:20:07
3498,1608555695782499605_1543057174,40.452937259887,-3.688770173838,2017-09-21 03:20:03
3499,1608555678208051617_14579672,40.452937259887,-3.688770173838,2017-09-21 03:20:01
3501,1608555663510868300_1306419543,40.4,-3.68333,2017-09-21 03:19:59
3502,1608555613248097112_4263522643,40.41959,-3.69857,2017-09-21 03:19:53
3503,1608555585884480561_36934358,40.4238118,-3.6719812,2017-09-21 03:19:50
3505,1608555570524849588_2895505633,40.4,-3.68333,2017-09-21 03:19:48
3506,1608555523716419389_1442976257,40.4,-3.68333,2017-09-21 03:19:42
3508,1608555502131027147_304268051,40.4075,-3.6916666666667,2017-09-21 03:19:40
3510,1608555453117935447_260556508,40.452132246286,-3.689132574,2017-09-21 03:19:34
3512,1608555373400981641_1506179835,40.4,-3.68333,2017-09-21 03:19:24
3513,1608555249071597707_4499081609,40.4,-3.68333,2017-09-21 03:19:10
3514,1608555187012872370_601611637,40.4,-3.68333,2017-09-21 03:19:02
3515,1608555001976814048_2262144038,40.4,-3.68333,2017-09-21 03:18:40
3517,1608554901817726622_2631214298,40.43033,-3.66446,2017-09-21 03:18:28
3518,1608554825262305113_542778173,40.4,-3.68333,2017-09-21 03:18:19
3521,1608554784074475060_6147487,40.42,-3.70361,2017-09-21 03:18:14
3523,1608590528008794756_265573004,40.411070579405,-3.6830847771771,2017-09-21 04:29:15
3524,1608590442823567047_5448972454,40.4,-3.68333,2017-09-21 04:29:05
3525,1608590405560248138_235817337,40.43913,-3.67203,2017-09-21 04:29:01
3526,1608590344365996743_1718655619,40.452937259887,-3.688770173838,2017-09-21 04:28:53
3527,1608590338770045407_55236898,40.413299519859,-3.6967524125722,2017-09-21 04:28:53
3528,1608590313637583392_593356421,40.439527128846,-3.6981927363488,2017-09-21 04:28:50
3529,1608590300434216720_3435414374,40.4,-3.68333,2017-09-21 04:28:48
3530,1608590295351815939_29170743,40.4,-3.68333,2017-09-21 04:28:48
3531,1608590200275215273_1901846666,40.4,-3.68333,2017-09-21 04:28:36
3533,1608590194091647217_312617950,40.4,-3.68333,2017-09-21 04:28:35
3534,1608590068950600565_1905648214,40.42278,-3.71194,2017-09-21 04:28:21
3535,1608590036513448797_3631712742,40.4117,-3.69901,2017-09-21 04:28:17
3536,1608589925857859288_2105302363,40.4238118,-3.6719812,2017-09-21 04:28:03
3537,1608589869008745909_5369610207,40.40269,-3.70287,2017-09-21 04:27:57
3538,1608589868747890249_496947531,40.4,-3.68333,2017-09-21 04:27:57
3539,1608589860663014006_2122216531,40.45999,-3.68924,2017-09-21 04:27:56
3540,1608589603157931404_2270767354,40.42416,-3.70074,2017-09-21 04:27:25
3541,1608589556835032805_2224743212,40.42399,-3.69719,2017-09-21 04:27:19
3542,1608589488610977081_964259270,40.4,-3.68333,2017-09-21 04:27:11
3543,1608589481841344207_2197306537,40.4,-3.68333,2017-09-21 04:27:11
3544,1608589444234712590_1666619741,40.427118133232,-3.7109978788754,2017-09-21 04:27:06
3546,1608589427096072471_3106271175,40.452937259887,-3.688770173838,2017-09-21 04:27:04
3547,1608589325654513706_535479119,40.4,-3.68333,2017-09-21 04:26:52
3548,1608589318355386951_211416064,40.4,-3.68333,2017-09-21 04:26:51
3549,1608589201167525916_2929319990,40.418333,-3.714167,2017-09-21 04:26:37
3550,1608589179263729201_1544507254,40.4,-3.68333,2017-09-21 04:26:34
3551,1608589099034613401_2060193065,40.43152,-3.66284,2017-09-21 04:26:25
3552,1608589098607277033_1439764926,40.431497635518,-3.7103748321533,2017-09-21 04:26:25
3553,1608589084924988204_412635586,40.42423,-3.70157,2017-09-21 04:26:23
3554,1608589037940222967_8449105,40.4,-3.68333,2017-09-21 04:26:18
3557,1608588873130363539_1420295720,40.423134521478,-3.7103748321533,2017-09-21 04:25:58
3558,1608588848936775125_481878884,40.4255,-3.70385,2017-09-21 04:25:55
3559,1608588816103442680_4245250097,40.41562,-3.70862,2017-09-21 04:25:51
3560,1608588773734422768_1193358596,40.4196,-3.69076,2017-09-21 04:25:46
3561,1608588729945741512_5960442145,40.43138,-3.66441,2017-09-21 04:25:41
3563,1608588719090933428_184127218,40.4,-3.68333,2017-09-21 04:25:40
3564,1608588666259588755_2929319990,40.418333,-3.714167,2017-09-21 04:25:33
3565,1608588613116132336_4460292120,40.45711,-3.70192,2017-09-21 04:25:27
3567,1608588612167841120_2291570467,40.4,-3.68333,2017-09-21 04:25:27
3569,1608588558616303112_4126986489,40.4,-3.68333,2017-09-21 04:25:20
3570,1608588436041381584_416484534,40.4,-3.68333,2017-09-21 04:25:06
3572,1608588430873365725_1635124115,40.4220886,-3.7084701,2017-09-21 04:25:05
3573,1608588337644297075_5267642,40.415350765,-3.70984102,2017-09-21 04:24:54
3575,1608588301614684390_1000964521,40.4,-3.68333,2017-09-21 04:24:50
3576,1608588271431789491_1546122668,40.4,-3.68333,2017-09-21 04:24:46
3577,1608588269124289995_1491605212,40.41355556,-3.68205556,2017-09-21 04:24:46
3578,1608588213725993019_39972731,40.4,-3.68333,2017-09-21 04:24:39
3579,1608588047430815737_5460520437,40.4,-3.68333,2017-09-21 04:24:20
3580,1608588043411946319_3635339701,40.41495,-3.7108,2017-09-21 04:24:19
3581,1608588041106856045_201845877,40.44957495,-3.7100459,2017-09-21 04:24:19
3582,1608588039806034008_5957128636,40.452937259887,-3.688770173838,2017-09-21 04:24:19
3583,1608587993617205433_1468434348,40.45214,-3.6885,2017-09-21 04:24:13
3584,1608587966154253664_790522383,40.42452,-3.68145,2017-09-21 04:24:10
3586,1608587953863819442_3818958623,40.4,-3.68333,2017-09-21 04:24:08
3587,1608587894859388318_5956341979,40.452937259887,-3.688770173838,2017-09-21 04:24:01
3588,1608587853243983684_2244816039,40.4,-3.68333,2017-09-21 04:23:56
3591,1608587852824125517_1241837909,40.4,-3.68333,2017-09-21 04:23:56
3592,1608587845744533620_5623257882,40.4,-3.68333,2017-09-21 04:23:55
3593,1608587798088489321_5380298668,40.4,-3.68333,2017-09-21 04:23:50
3594,1608587786997515492_616720939,40.42208,-3.70263,2017-09-21 04:23:48
3595,1608587770900284355_6056952125,40.4,-3.68333,2017-09-21 04:23:47
3596,1608587657461822928_1654976306,40.4,-3.68333,2017-09-21 04:23:33
3597,1608587641354312621_4028783388,40.4,-3.68333,2017-09-21 04:23:31
3600,1608587622153007219_16198427,40.40390994,-3.68992844,2017-09-21 04:23:29
3601,1608587620980180385_1755623695,40.40292,-3.70277,2017-09-21 04:23:29
3602,1608587583289779578_249471446,40.41355556,-3.68205556,2017-09-21 04:23:24
3603,1608587577862695128_6041165508,40.4,-3.68333,2017-09-21 04:23:24
3605,1608587506952201497_1548282164,40.4,-3.68333,2017-09-21 04:23:15
3607,1608587337913568356_2868919998,40.43296,-3.70978,2017-09-21 04:22:55
3609,1608587295149801777_2929319990,40.4182332825,-3.7142742975,2017-09-21 04:22:50
3610,1608587264832920348_753061822,40.42682,-3.70672,2017-09-21 04:22:46
3611,1608587213192744863_6060657189,40.404605902179,-3.7161953798402,2017-09-21 04:22:40
3612,1608587124741997618_4544383143,40.452937259887,-3.688770173838,2017-09-21 04:22:30
3613,1608587062215057925_5547316775,40.4338,-3.69845,2017-09-21 04:22:22
3615,1608587055160323308_384380973,40.42,-3.701667,2017-09-21 04:22:21
3616,1608587020363363651_1487805404,40.41416863816,-3.6924807527939,2017-09-21 04:22:17
3617,1608587010129107686_2149347345,40.42418,-3.69754,2017-09-21 04:22:16
3618,1608587006707103813_1680368067,40.4105386,-3.7283862,2017-09-21 04:22:15
3619,1608586932047446449_3566242279,40.4,-3.68333,2017-09-21 04:22:07
3621,1608586675766824612_3058673104,40.4,-3.68333,2017-09-21 04:21:36
3622,1608586654922361812_4663651377,40.4155,-3.66706,2017-09-21 04:21:34
3623,1608586602880148893_3322051588,40.4,-3.68333,2017-09-21 04:21:27
3624,1608586599373483035_580069279,40.4238118,-3.6719812,2017-09-21 04:21:27
3625,1608586597175903113_1699247062,40.4,-3.68333,2017-09-21 04:21:27
3626,1608586483920229695_1546122668,40.426681342992,-3.6871554783155,2017-09-21 04:21:13
3627,1608586411299549080_1925472018,40.4,-3.68333,2017-09-21 04:21:04
3628,1608586354349259783_3027693863,40.4,-3.68333,2017-09-21 04:20:58
3631,1608586221415510972_672116313,40.417063727933,-3.7035201752774,2017-09-21 04:20:42
3632,1608585969740900283_5506245447,40.43588,-3.70309,2017-09-21 04:20:12
3634,1608585950924293846_1816878894,40.4,-3.68333,2017-09-21 04:20:10
3635,1608585888177066525_1725812,40.415556,-3.714444,2017-09-21 04:20:02
3636,1608585845152835075_30960084,40.427124355,-3.7037896775,2017-09-21 04:19:57
3637,1608585835472830791_2280603087,40.432164575626,-3.7248957621159,2017-09-21 04:19:56
3638,1608585818316983464_23228863,40.4287,-3.70199,2017-09-21 04:19:54
3639,1608585723014640161_5749554987,40.448248,-3.701195,2017-09-21 04:19:42
3640,1608585691473083453_5792368429,40.4296999,-3.68103,2017-09-21 04:19:39
3641,1608585595968571356_1917238696,40.4,-3.68333,2017-09-21 04:19:27
3643,1608585521327824146_5924114439,40.42505,-3.71325,2017-09-21 04:19:18
3644,1608585438716232743_215775254,40.4514,-3.6774,2017-09-21 04:19:09
3645,1608585416118058176_1061374435,40.41782,-3.6962,2017-09-21 04:19:06
3646,1608620928575620941_1573831349,40.4238118,-3.6719812,2017-09-21 05:29:39
3647,1608620916413005762_969667754,40.4,-3.68333,2017-09-21 05:29:38
3648,1608620745418749591_4460701813,40.4,-3.68333,2017-09-21 05:29:17
3649,1608620633246275189_335620156,40.4,-3.68333,2017-09-21 05:29:04
3650,1608620593963630087_2324797727,40.42416,-3.70074,2017-09-21 05:28:59
3651,1608620573720807599_363142620,40.443093201613,-3.6822438240051,2017-09-21 05:28:57
3652,1608620525704575282_2987519987,40.4,-3.68333,2017-09-21 05:28:51
3653,1608620520855783109_185592607,40.45214,-3.6885,2017-09-21 05:28:51
3655,1608620505462547348_280159284,40.417063727933,-3.7035201752774,2017-09-21 05:28:49
3656,1608620357361628612_335620156,40.4,-3.68333,2017-09-21 05:28:31
3657,1608620333002467008_222720335,40.41896,-3.70161,2017-09-21 05:28:28
3658,1608620325812116519_2131295201,40.452937259887,-3.688770173838,2017-09-21 05:28:27
3659,1608620320594498957_2216875611,40.424052777778,-3.7177777777778,2017-09-21 05:28:27
3660,1608620308070170592_1130726147,40.4,-3.68333,2017-09-21 05:28:25
3661,1608620267477839926_177049026,40.4,-3.68333,2017-09-21 05:28:20
3662,1608620267024826685_5961556689,40.4,-3.68333,2017-09-21 05:28:20
3663,1608620157722093054_50006314,40.4,-3.68333,2017-09-21 05:28:07
3664,1608620126483887037_1694367447,40.4,-3.68333,2017-09-21 05:28:04
3665,1608620065422612574_670171081,40.4,-3.68333,2017-09-21 05:27:56
3667,1608620023588815724_1415851679,40.4221611,-3.6845801,2017-09-21 05:27:51
3668,1608619922598217270_666690147,40.41776,-3.70027,2017-09-21 05:27:39
3669,1608619904067896698_2216005015,40.44906,-3.70345,2017-09-21 05:27:37
3670,1608619901199031823_1706076728,40.43152,-3.66284,2017-09-21 05:27:37
3671,1608619880435783599_3787860004,40.452937259887,-3.688770173838,2017-09-21 05:27:34
3672,1608619825683343065_28972471,40.4,-3.68333,2017-09-21 05:27:28
3673,1608619710249447734_2255473358,40.424052777778,-3.7177777777778,2017-09-21 05:27:14
3674,1608619686895592927_1398086794,40.4,-3.68333,2017-09-21 05:27:11
3675,1608619659422859615_1076867520,40.42515,-3.70264,2017-09-21 05:27:08
3676,1608619637721246497_1290504555,40.452937259887,-3.688770173838,2017-09-21 05:27:05
3677,1608619630766985601_909003621,40.415465028143,-3.7088205806296,2017-09-21 05:27:05
3678,1608619586449344982_2072978317,40.4,-3.68333,2017-09-21 05:26:59
3682,1608619547963641570_254095740,40.427778655226,-3.6872573012429,2017-09-21 05:26:55
3683,1608619516278708472_4219337299,40.42633614892,-3.6785316467285,2017-09-21 05:26:51
3684,1608619478143214368_4921921053,40.4,-3.68333,2017-09-21 05:26:46
3685,1608619444381140882_1307305449,40.41555,-3.70185,2017-09-21 05:26:42
3686,1608619195749115059_181345503,40.4,-3.68333,2017-09-21 05:26:13
3687,1608619161842408495_4207416217,40.408072,-3.676729,2017-09-21 05:26:09
3688,1608619080514814747_3020874268,40.40973,-3.70156,2017-09-21 05:25:59
3690,1608619004153772492_2260655135,40.4,-3.68333,2017-09-21 05:25:50
3691,1608618986378797565_1674125783,40.418441386053,-3.6964981423713,2017-09-21 05:25:48
3692,1608618941693160934_3584099425,40.414354,-3.682823,2017-09-21 05:25:42
3693,1608618923958632346_1755107883,40.4274,-3.70953,2017-09-21 05:25:40
3694,1608618847982586339_1438907711,40.3910399,-3.73419,2017-09-21 05:25:31
3695,1608618819117823218_1673751695,40.420321,-3.67943,2017-09-21 05:25:28
3696,1608618811056415273_5857483839,40.42313,-3.67901,2017-09-21 05:25:27
3697,1608618747520778343_3295575807,40.42028,-3.70578,2017-09-21 05:25:19
3698,1608618716382120008_2232582622,40.4,-3.68333,2017-09-21 05:25:16
3699,1608618619696359871_222720335,40.41896,-3.70161,2017-09-21 05:25:04
3700,1608618597936931032_6073403319,40.4,-3.68333,2017-09-21 05:25:01
3701,1608618596954498980_367648744,40.4232,-3.69563,2017-09-21 05:25:01
3702,1608618566394156780_219667877,40.4,-3.68333,2017-09-21 05:24:58
